,直營店,加盟店,縣市,地區,店鋪名稱,店鋪號,服務編號,地址,電話-1,電話-2
全家建國北路店,,O,臺北市,中山區,建國北路,020174,60174,臺北市中山區建國北路一段146號1樓,02-77300507,02-25170327
全家建錦店,,O,臺北市,中山區,建錦,017357,57357,臺北市中山區建國北路二段131號1樓及部分地下室,02-77303530,02-25065447
全家欣濱江店,,O,臺北市,中山區,欣濱江,022783,62783,臺北市中山區建國北路三段109號1樓,02-,02-25159357
全家新衡山店,,O,臺北市,中山區,新衡山,022683,55346,臺北市中山區通北街111號,02-77300906,02-25332342
全家新復店,,O,臺北市,中山區,新復,023871,52308,臺北市中山區復興北路514巷35號,02-77467841,02-25097685
全家復崙店,,O,臺北市,中山區,復崙,022987,62987,臺北市中山區復興北路38號1樓,02-,02-27526542
全家金復店,,O,臺北市,中山區,金復,022443,62443,臺北市中山區復興北路356號1樓,02-,02-28924021
全家南京復興店,,O,臺北市,中山區,南京復興,023455,61075,臺北市中山區復興北路154號1F,02-77523428,02-27151377
全家復德店,,O,臺北市,中山區,復德,023888,63888,臺北市中山區復興南路一段42號1樓,02-,02-87722605
全家鑫通店,,O,臺北市,中山區,鑫通,021522,53679,臺北市中山區新生北路一段116號,02-77305710,02-25817485
全家美林店,,O,臺北市,中山區,美林,022816,51313,臺北市中山區新生北路二段62巷38-3號,02-77095399,02-25678382
全家新農店,,O,臺北市,中山區,新農,018243,15837,臺北市中山區恆安里農安街26之3號一樓,02-77094801,02-25968538
全家新晴店,,O,臺北市,中山區,新晴,020532,50439,臺北市中山區農安街4-1號,02-77095761,02-25955820
全家松農店,O,,臺北市,中山區,松農,019008,53427,臺北市中山區農安街160號,02-77463806,02-25028032
全家農安店,,O,臺北市,中山區,農安,018088,10023,臺北市中山區農安街249號,02-77095760,02-25042520
全家光輝店,,O,臺北市,中山區,光輝,022491,15523,臺北市中山區晴光里德惠街34之2號一樓,02-77095759,02-25955703
全家新德城店,O,,臺北市,中山區,新德城,021069,53032,臺北市中山區德惠街16-7號,02-77301480,02-25995447
全家德林店,O,,臺北市,中山區,德林,017907,18831,臺北市中山區德惠街173號,02-77294937,02-25961560
全家撫順店,,O,臺北市,中山區,撫順,023951,15193,臺北市中山區撫順街12之2號1樓,02-77136526,02-25927495
全家樂群店,,O,臺北市,中山區,樂群,015060,11707,臺北市中山區樂群二路186號,02-77095805,02-85095167
全家美麗店,,O,臺北市,中山區,美麗,017888,50173,臺北市中山區樂群二路142號1樓,02-77095803,02-85011290
全家時代廣場店,,O,臺北市,中山區,時代廣場,020128,60128,臺北市中山區樂群二路265巷20號,02-77304720,02-85015684
全家興安店,,O,臺北市,中山區,興安,023465,10242,臺北市中山區興安街57號,02-77095820,02-25052013
全家錦江店,,O,臺北市,中山區,錦江,020048,10398,臺北市中山區錦州街215號,02-77096475,02-25638875
全家新北大店,,O,臺北市,中山區,新北大,021692,54566,臺北市中山區錦州街427號,02-77464123,02-25172305
全家錦西店,,O,臺北市,中山區,錦西,022650,11266,臺北市中山區錦西街8號,02-77095831,02-25673231
全家中興店,,O,臺北市,中山區,中興,017058,10796,臺北市中山區龍江路201號1F,02-77095822,02-25012043
全家鑫豐店,O,,臺北市,中山區,鑫豐,015663,53839,臺北市中山區龍江路356巷72號,02-77462067,02-25157030
全家新南京店,,O,臺北市,中山區,新南京,022313,54112,臺北市中山區龍江路95號1樓,02-77397217,02-87725827
全家榮星店,,O,臺北市,中山區,榮星,020176,19680,臺北市中山區龍江路352號,02-77095823,02-25169569
全家龍京店,,O,臺北市,中山區,龍京,024110,58620,臺北市中山區龍江路102號1樓,02-77305636,02-25082793
全家雙城店,,O,臺北市,中山區,雙城,023881,10261,臺北市中山區雙城街12之1號,02-77095780,02-25996056
全家雙林店,,O,臺北市,中山區,雙林,016078,18636,臺北市中山區雙城街2之2號,02-77095782,02-25992453
全家金磚店,,O,臺北市,中山區,金磚,021368,18705,臺北市中山區雙城街19巷2號,02-77230280,02-25994347
全家鑫德店,,O,臺北市,松山區,鑫德,022643,51699,臺北市松山區八德路二段400號,02-77137290,02-87717609
全家台發店,,O,臺北市,松山區,台發,023355,58139,臺北市松山區八德路三段30號壹樓(如附圖),02-77285114,02-25781936
全家鑫中崙店,,O,臺北市,松山區,鑫中崙,023803,63803,臺北市松山區八德路三段12巷51弄50號1樓,02-,02-25792721
全家松慈店,,O,臺北市,松山區,松慈,020556,60556,臺北市松山區八德路四段676號,02-77137862,02-27466249
全家寶清店,,O,臺北市,松山區,寶清,022952,12465,臺北市松山區八德路四段598號1樓,02-77230427,02-27532857
全家復盛店,,O,臺北市,松山區,復盛,016137,14193,臺北市松山區八德路四段40號.42號,02-77230441,02-27619127
全家三富店,,O,臺北市,松山區,三富,017205,18798,臺北市松山區三民路148號,02-77230483,02-27677510
全家京民店,,O,臺北市,松山區,京民,013794,52667,臺北市松山區三民路6號+B1,02-77179549,02-27422080
全家常興店,,O,臺北市,松山區,常興,016801,16377,臺北市松山區五常街364號1樓,02-77230471,02-25464600
全家微風店,,O,臺北市,松山區,微風,023077,12002,臺北市松山區市民大道四段51號1樓,02-77230418,02-87719880
全家豐興店,,O,臺北市,松山區,豐興,022175,11417,臺北市松山區民生東路三段130巷5弄22號,02-77095393,02-25471001
全家豐禾店,,O,臺北市,松山區,豐禾,012220,10142,臺北市松山區民生東路三段130巷5弄2號,02-77230367,02-27126702
全家豐華店,,O,臺北市,松山區,豐華,013024,16991,臺北市松山區民生東路三段113巷6弄1號一樓,02-77230476,02-27123226
全家昇東店,,O,臺北市,松山區,昇東,018901,52234,臺北市松山區民生東路五段197號,02-77179061,02-27491649
全家東豐店,,O,臺北市,松山區,東豐,014959,54527,臺北市松山區民生東路五段37號,02-77463306,02-27612771
全家松民店,,O,臺北市,松山區,松民,016542,56542,臺北市松山區民生東路五段159號,02-77463155,02-37652608
全家富泰店,,O,臺北市,松山區,富泰,020127,60127,臺北市松山區民生東路五段204-3號一樓,02-77300039,02-27460211
全家鑫民復店,,O,臺北市,松山區,鑫民復,022442,62442,臺北市松山區民生東路四段80巷1弄2號,02-,02-25473532
全家中央店,,O,臺北市,松山區,中央,016262,10260,臺北市松山區民生東路四段95號,02-77230370,02-25460351
全家興北店,,O,臺北市,松山區,興北,015862,11539,臺北市松山區民權東路三段103巷15—1號,02-77230401,02-27150977
全家新民有店,,O,臺北市,松山區,新民有,022834,52774,臺北市松山區民權東路三段160巷11號,02-77230201,02-87129937
全家復北店,,O,臺北市,松山區,復北,022458,58478,臺北市松山區民權東路三段104號壹樓及地下室,02-77231821,02-25468878
全家松指部店,,O,臺北市,松山區,松指部,020425,50078,臺北市松山區民權東路四段121號(松指部),02-25475626,02-25475302
全家大理店,O,,臺北市,松山區,大理,019540,10572,臺北市松山區光復北路11巷50號1樓,02-77230375,02-27473064
全家新德光店,O,,臺北市,松山區,新德光,021543,53740,臺北市松山區光復南路32巷46-4號,02-77305723,02-25780506
全家新大吉店,,O,臺北市,松山區,新大吉,021798,53561,臺北市松山區吉祥路19號,02-77302812,02-27489223
全家塔悠店,,O,臺北市,松山區,塔悠,023825,18829,臺北市松山區延壽街2號一樓,02-77136330,02-27420973
全家松壽店,,O,臺北市,松山區,松壽,016058,15776,臺北市松山區自強里延壽街330巷7弄22號一樓,02-77230466,02-27474015
全家長復店,,O,臺北市,松山區,長復,022561,14281,臺北市松山區長安東路二段219號,02-77230446,02-27500001
全家力晶店,,O,臺北市,松山區,力晶,023186,16737,臺北市松山區南京東路三段258號,02-77230473,02-27213487
全家京萬店,,O,臺北市,松山區,京萬,022776,62776,臺北市南京東路三段333號,02-,02-25464886
全家京吉店,,O,臺北市,松山區,京吉,021425,55678,臺北市松山區南京東路五段180號,02-77397323,02-27478279
全家新東寶店,,O,臺北市,松山區,新東寶,019199,53920,臺北市松山區南京東路五段291巷14號,02-77397380,02-27605928
全家新東光店,,O,臺北市,松山區,新東光,023191,54918,臺北市松山區南京東路五段123巷1號1樓,02-77462468,02-37652819
全家大盛店,,O,臺北市,松山區,大盛,019198,11464,臺北市松山區南京東路五段66巷2弄1之1號1樓,02-77094803,02-27650089
全家京盛店,,O,臺北市,松山區,京盛,018742,55030,臺北市松山區南京東路四段56-1號1樓,02-77464137,02-25795737
全家新健康店,,O,臺北市,松山區,新健康,024111,52235,臺北市松山區南京東路四段133巷9弄2號,02-77179062,02-25462607
全家京鑽店,,O,臺北市,松山區,京鑽,023700,57769,臺北市松山區南京東路四段47號壹樓,02-77463254,02-25460775
全家巨星超市店,,O,臺北市,松山區,巨星超市,017138,57138,臺北市松山區南京東路四段2號(16、17號店舖),02-77294487,02-25770670
全家京兆店,,O,臺北市,松山區,京兆,022679,62679,臺北市松山區南京東路四段137號壹樓,02-,02-27121962
全家民康店,,O,臺北市,松山區,民康,024084,57248,臺北市松山區健康路285號1樓,02-77305223,02-27457090
全家康柏店,,O,臺北市,松山區,康柏,021716,19308,臺北市松山區健康路220號,02-77230485,02-27604612
全家松醫店,,O,臺北市,松山區,松醫,020896,12121,臺北市松山區東光里健康路158號,02-77230420,02-27600199
全家富錦店,,O,臺北市,松山區,富錦,017017,15722,臺北市松山區新益里富錦街529號一樓,02-77230465,02-27455196
全家長城店,O,,臺北市,松山區,長城,021316,14267,臺北市松山區敦化北路120巷80號,02-77230443,02-27176687
全家宏大店,O,,臺北市,松山區,宏大,023342,10576,臺北市松山區敦化北路155巷3號1樓,02-77230376,02-27183704
全家敦中店,O,,臺北市,松山區,敦中,020821,51718,臺北市松山區敦化北路4巷1號,02-77137209,02-87716763
全家宏勝店,,O,臺北市,松山區,宏勝,023526,60647,臺北市松山區敦化北路153號1樓,02-77463067,02-25455887
全家新東店,,O,臺北市,松山區,新東,022759,10989,臺北市松山區新東街14號,02-77230389,02-27653580
全家慶城店,,O,臺北市,松山區,慶城,020486,12710,臺北市松山區中正里慶城街8號,02-77230429,02-25464461
全家大安店,,O,臺北市,大安區,大安,020150,10076,臺北市大安區大安路一段20號,02-77096512,02-27117896
全家仁慈店,,O,臺北市,大安區,仁慈,019133,10086,臺北市大安區仁愛路四段48巷6號,02-77096517,02-27089002
全家明曜店,,O,臺北市,大安區,明曜,020720,11901,臺北市大安區仁愛路四段151巷34號.36號,02-77096515,02-27780326
全家國泰店,,O,臺北市,大安區,國泰,016473,12742,臺北市大安區仁愛路四段266巷15弄10號1樓,02-77096516,02-27542056
全家忠愛店,,O,臺北市,大安區,忠愛,019081,14560,臺北市大安區仁愛路4段27巷43號,02-77096513,02-27314580
全家敦新店,,O,臺北市,大安區,敦新,017725,15882,臺北市大安區敦安里仁愛路四段112巷5號一樓,02-77096551,02-27057671
全家吉泰店,,O,臺北市,大安區,吉泰,018206,51421,臺北市大安區仁愛路四段300巷11之1號,02-77137208,02-27001566
全家通昌店,,O,臺北市,大安區,通昌,020211,54482,臺北市大安區文昌街142號壹樓全部,02-77463305,02-23256420
全家安賢店,O,,臺北市,大安區,安賢,017768,50267,臺北市大安區四維路170巷4號,02-77136325,02-27074252
全家國父紀念館店,,O,臺北市,大安區,國父紀念館,022463,58222,臺北市大安區光復南路292號(範圍如附圖),02-77286342,02-27755468
全家華視店,,O,臺北市,大安區,華視,022827,14497,臺北市大安區光復南路116巷26號,02-77096518,02-27310238
全家光新店,,O,臺北市,大安區,光新,023299,11234,臺北市大安區光復南路418號,02-77096519,02-27849586
全家敦安店,,O,臺北市,大安區,敦安,021426,10038,臺北市大安區安和路一段112巷27號,02-77096520,02-27019097
全家安富店,,O,臺北市,大安區,安富,023788,58248,臺北市大安區安和路一段49巷10號,02-77286343,02-27755484
全家和信店,,O,臺北市,大安區,和信,016909,56909,臺北市大安區安和路一段104號,02-77298245,02-27556391
全家東方店,,O,臺北市,大安區,東方,018055,50625,臺北市大安區安和路二段10巷10號壹樓及地下室,02-77096521,02-27039578
全家樂和店,,O,臺北市,大安區,樂和,023675,56351,臺北市大安區安和路二段169號,02-77463020,02-27329745
全家安居店,,O,臺北市,大安區,安居,022905,10121,臺北市大安區安居街76號,02-77096522,02-27375452
全家辛亥店,,O,臺北市,大安區,辛亥,021296,10462,臺北市大安區辛亥路二段171巷3號,02-77096525,02-23778503
全家二繽店,,O,臺北市,大安區,二繽,021128,55392,臺北市大安區辛亥路三段330號,02-77285846,02-27372960
全家台師店,,O,臺北市,大安區,台師,022012,56569,臺北市大安區和平東路一段162號,02-77462157,02-23682773
全家成功店,,O,臺北市,大安區,成功,022483,10552,臺北市大安區和平東路二段311巷32號,02-77096528,02-27550428
全家和東店,,O,臺北市,大安區,和東,018665,11020,臺北市大安區和平東路二段102之3號1樓,02-77096526,02-27324425
全家和新店,,O,臺北市,大安區,和新,018080,11205,臺北市大安區和平東路二段22號,02-77095531,02-83691009
全家和復店,,O,臺北市,大安區,和復,014395,11572,"臺北市大安區和平東路二段261號,263號",02-77096527,02-27540370
全家國立教育店,,O,臺北市,大安區,國立教育,022801,62801,臺北市大安區和平東路二段134號1樓,02-,02-27325341
全家和茂店,,O,臺北市,大安區,和茂,021968,53269,臺北市大安區和平東路三段58號1樓,02-77463243,02-27371408
全家延安二店,O,,臺北市,大安區,延安二,023833,53434,臺北市大安區延吉街130號,02-77463825,02-87717379
全家延安店,,O,臺北市,大安區,延安,023622,11636,臺北市大安區延吉街158號,02-77096530,02-87716553
全家延孝店,,O,臺北市,大安區,延孝,023822,10564,"臺北市大安區延吉街135號之三,一樓",02-77096529,02-27405319
全家昌隆店,,O,臺北市,大安區,昌隆,018581,16506,臺北市大安區忠孝東路3段217巷2弄1號1樓,02-77096531,02-87733114
全家正興店,,O,臺北市,大安區,正興,019760,59760,臺北市大安區忠孝東路三段248巷6號,02-77304089,02-27316936
全家統領店,,O,臺北市,大安區,統領,018020,58020,臺北市大安區忠孝東路四段181巷7弄21號1樓部份,02-77300021,02-27112125
全家忠孝光復店,,O,臺北市,大安區,忠孝光復,023044,60528,臺北市大安區忠孝東路4段302號1樓東側部分,02-77287052,02-27790255
全家忠孝延吉店,,O,臺北市,大安區,忠孝延吉,023600,60878,臺北市大安區忠孝東路4段315號1樓,02-77523921,02-27754165
全家安勝店,,O,臺北市,大安區,安勝,021447,61447,臺北市大安區忠孝東路四段181巷6號1樓,02-,02-27790263
全家延吉店,,O,臺北市,大安區,延吉,022553,10003,臺北市大安區忠孝東路四段216巷31號,02-77096533,02-27412630
全家龍普店,,O,臺北市,大安區,龍普,020751,14423,臺北市大安區忠孝東路4段170巷6弄2號,02-77096532,02-87733622
全家台興店,,O,臺北市,大安區,台興,021961,55746,臺北市大安區長興街50號,02-77303790,02-27324804
